Cód.,Município,PIB (Mil Reais),Impostos (Mil Reais),VA da agropecuária (Mil Reais),VA da indústria (Mil Reais),VA dos serviços (Mil Reais),VA da administração pública (Mil Reais)
2208809,Regeneração (PI),218373.0,11496.0,56646.0,10748.0,50136.0,89348.0
2208858,Riacho Frio (PI),44393.0,2077.0,7844.0,1662.0,6213.0,26597.0
2208874,Ribeira do Piauí (PI),185683.0,1922.0,3716.0,145586.0,6500.0,27958.0
2208908,Ribeiro Gonçalves (PI),461081.0,26780.0,313194.0,20541.0,59082.0,41484.0
2209005,Rio Grande do Piauí (PI),57216.0,3102.0,5472.0,3197.0,13587.0,31857.0
2209104,Santa Cruz do Piauí (PI),61707.0,3539.0,5206.0,2953.0,16748.0,33261.0
2209153,Santa Cruz dos Milagres (PI),41441.0,1723.0,7447.0,1434.0,7533.0,23304.0
2209203,Santa Filomena (PI),498790.0,33049.0,321511.0,32235.0,74014.0,37980.0
2209302,Santa Luz (PI),56422.0,2410.0,11807.0,3139.0,9698.0,29368.0
2209351,Santana do Piauí (PI),39186.0,1403.0,5012.0,1847.0,7198.0,23726.0
2209377,Santa Rosa do Piauí (PI),46525.0,2686.0,4079.0,3164.0,10818.0,25778.0
2209401,Santo Antônio de Lisboa (PI),71742.0,8650.0,9448.0,8010.0,14282.0,31352.0
2209450,Santo Antônio dos Milagres (PI),16741.0,396.0,471.0,776.0,2545.0,12552.0
2209500,Santo Inácio do Piauí (PI),37524.0,1474.0,4157.0,1798.0,7444.0,22652.0
2209559,São Braz do Piauí (PI),40298.0,1363.0,4888.0,1604.0,7167.0,25277.0
2209609,São Félix do Piauí (PI),30975.0,1557.0,3226.0,1638.0,6287.0,18266.0
2209658,São Francisco de Assis do Piauí (PI),52719.0,2960.0,4249.0,2295.0,11855.0,31359.0
2209708,São Francisco do Piauí (PI),56650.0,2390.0,5218.0,2441.0,11119.0,35482.0
2209757,São Gonçalo do Gurguéia (PI),53816.0,15732.0,6789.0,1605.0,9097.0,20593.0
2209807,São Gonçalo do Piauí (PI),50824.0,2340.0,10758.0,2617.0,10135.0,24975.0
2209856,São João da Canabrava (PI),46928.0,2400.0,6962.0,2169.0,9529.0,25867.0
2209872,São João da Fronteira (PI),57461.0,3249.0,2937.0,2091.0,14866.0,34318.0
2209906,São João da Serra (PI),59613.0,2402.0,6631.0,2801.0,12903.0,34876.0
2209955,São João da Varjota (PI),34415.0,1118.0,1863.0,1640.0,5741.0,24054.0
2209971,São João do Arraial (PI),62458.0,2477.0,2718.0,2431.0,13150.0,41683.0
2210003,São João do Piauí (PI),448246.0,28755.0,9516.0,179285.0,121565.0,109125.0
2210052,São José do Divino (PI),56017.0,2770.0,11683.0,2529.0,11010.0,28025.0
2210102,São José do Peixe (PI),39571.0,1604.0,4109.0,1875.0,8051.0,23932.0
2210201,São José do Piauí (PI),68119.0,3519.0,12032.0,3405.0,14041.0,35122.0
2210300,São Julião (PI),57862.0,3296.0,6923.0,3562.0,13467.0,30614.0
2210359,São Lourenço do Piauí (PI),40662.0,1461.0,4296.0,2059.0,7005.0,25841.0
2210375,São Luis do Piauí (PI),24849.0,871.0,2753.0,1185.0,4352.0,15689.0
2210383,São Miguel da Baixa Grande (PI),25352.0,858.0,2107.0,1039.0,4760.0,16587.0
2210391,São Miguel do Fidalgo (PI),28493.0,1360.0,2328.0,1056.0,5083.0,18666.0
2210409,São Miguel do Tapuio (PI),150697.0,6117.0,12394.0,9129.0,30588.0,92470.0
2210508,São Pedro do Piauí (PI),118913.0,6230.0,8226.0,7258.0,28779.0,68420.0
2210607,São Raimundo Nonato (PI),546502.0,54782.0,17326.0,57445.0,241156.0,175793.0
2210623,Sebastião Barros (PI),41742.0,1490.0,10721.0,1195.0,5649.0,22688.0
2210631,Sebastião Leal (PI),176007.0,11597.0,101258.0,8346.0,26865.0,27942.0
2210656,Sigefredo Pacheco (PI),75638.0,3122.0,6195.0,3176.0,15309.0,47835.0
2210706,Simões (PI),285013.0,14232.0,17879.0,132340.0,36531.0,84031.0
2210805,Simplício Mendes (PI),192830.0,14841.0,14867.0,32990.0,61486.0,68646.0
2210904,Socorro do Piauí (PI),40775.0,1773.0,3836.0,1747.0,8152.0,25266.0
2210938,Sussuapara (PI),73087.0,3994.0,15849.0,4165.0,15757.0,33322.0
2210953,Tamboril do Piauí (PI),29931.0,1027.0,3332.0,1092.0,5403.0,19077.0
2210979,Tanque do Piauí (PI),32914.0,1283.0,6792.0,1378.0,5706.0,17756.0
2211001,Teresina (PI),21578875.0,2897970.0,53796.0,3308436.0,10739619.0,4579053.0
2211100,União (PI),407320.0,24438.0,34833.0,29112.0,110135.0,208802.0
2211209,Uruçuí (PI),1912855.0,324548.0,683039.0,313261.0,465109.0,126898.0
2211308,Valença do Piauí (PI),262995.0,22999.0,18642.0,18860.0,109581.0,92913.0
2211357,Várzea Branca (PI),46412.0,1637.0,6907.0,1666.0,7385.0,28816.0
2211407,Várzea Grande (PI),39979.0,1990.0,3545.0,2057.0,9085.0,23302.0
2211506,Vera Mendes (PI),29899.0,1660.0,3231.0,1305.0,6806.0,16897.0
2211605,Vila Nova do Piauí (PI),35245.0,1979.0,6403.0,1425.0,7644.0,17794.0
2211704,Wall Ferraz (PI),37479.0,1477.0,4035.0,1552.0,6788.0,23628.0
2300101,Abaiara (CE),108550.0,5028.0,19996.0,3920.0,27080.0,52527.0
2300150,Acarape (CE),155133.0,9477.0,8200.0,18454.0,50957.0,68046.0
2300200,Acaraú (CE),836878.0,52844.0,102266.0,167088.0,260013.0,254668.0
2300309,Acopiara (CE),513878.0,34135.0,102948.0,20559.0,169267.0,186970.0
2300408,Aiuaba (CE),151190.0,4235.0,37622.0,3780.0,33605.0,71949.0
2300507,Alcântaras (CE),90408.0,3029.0,7667.0,4194.0,23626.0,51893.0
2300606,Altaneira (CE),65486.0,2283.0,6678.0,2498.0,17185.0,36842.0
2300705,Alto Santo (CE),201624.0,9276.0,65240.0,8185.0,50251.0,68671.0
2300754,Amontada (CE),534505.0,29535.0,44274.0,141972.0,130510.0,188216.0
2300804,Antonina do Norte (CE),68466.0,3779.0,4979.0,2738.0,24238.0,32732.0
2300903,Apuiarés (CE),112130.0,5359.0,13233.0,5139.0,32496.0,55903.0
2301000,Aquiraz (CE),3411179.0,941467.0,82760.0,885156.0,1103332.0,398465.0
2301109,Aracati (CE),1478029.0,120580.0,149452.0,365676.0,559255.0,283066.0
2301208,Aracoiaba (CE),262317.0,12653.0,36302.0,10376.0,83745.0,119240.0
2301257,Ararendá (CE),88737.0,3226.0,11109.0,3372.0,22905.0,48125.0
2301307,Araripe (CE),189736.0,6635.0,31722.0,7256.0,45973.0,98151.0
2301406,Aratuba (CE),156987.0,4665.0,63344.0,4758.0,32131.0,52089.0
2301505,Arneiroz (CE),66418.0,2730.0,13064.0,2011.0,16608.0,32006.0
2301604,Assaré (CE),272279.0,11336.0,72790.0,9489.0,81035.0,97630.0
2301703,Aurora (CE),212868.0,13144.0,27562.0,8100.0,66132.0,97930.0
2301802,Baixio (CE),64493.0,1837.0,10739.0,2121.0,14917.0,34879.0
2301851,Banabuiú (CE),209097.0,11139.0,46443.0,14958.0,58267.0,78290.0
2301901,Barbalha (CE),1197157.0,114000.0,132191.0,193043.0,494158.0,263765.0
2301950,Barreira (CE),205182.0,11233.0,22683.0,14042.0,65724.0,91500.0
2302008,Barro (CE),226221.0,11138.0,33377.0,11313.0,76272.0,94121.0
2302057,Barroquinha (CE),122903.0,5136.0,13970.0,4363.0,34128.0,65307.0
2302107,Baturité (CE),417494.0,22833.0,45881.0,18870.0,194464.0,135446.0
2302206,Beberibe (CE),967518.0,36325.0,351904.0,113827.0,244764.0,220699.0
2302305,Bela Cruz (CE),266780.0,10791.0,40948.0,12352.0,74265.0,128423.0
2302404,Boa Viagem (CE),506713.0,30375.0,61388.0,34810.0,182272.0,197868.0
2302503,Brejo Santo (CE),707769.0,55219.0,68484.0,78431.0,284552.0,221083.0
2302602,Camocim (CE),738666.0,41265.0,85611.0,96969.0,274668.0,240154.0
2302701,Campos Sales (CE),309218.0,14332.0,67449.0,10545.0,112231.0,104661.0
2302800,Canindé (CE),994826.0,64094.0,64869.0,90204.0,456763.0,318896.0
2302909,Capistrano (CE),188732.0,7904.0,43339.0,6297.0,52771.0,78421.0
2303006,Caridade (CE),178969.0,9396.0,26090.0,6264.0,56673.0,80547.0
2303105,Cariré (CE),174629.0,7368.0,40610.0,7351.0,41081.0,78219.0
2303204,Caririaçu (CE),247912.0,8615.0,56295.0,7913.0,63059.0,112031.0
2303303,Cariús (CE),164157.0,6183.0,43397.0,5487.0,39469.0,69620.0
2303402,Carnaubal (CE),152327.0,6555.0,15085.0,6625.0,43574.0,80489.0
2303501,Cascavel (CE),954550.0,76509.0,123222.0,97866.0,376969.0,279983.0
2303600,Catarina (CE),139736.0,4725.0,20063.0,3827.0,32770.0,78352.0
2303659,Catunda (CE),104429.0,3503.0,17332.0,3406.0,28664.0,51523.0
2303709,Caucaia (CE),7257971.0,1311541.0,59616.0,1817498.0,2815202.0,1254114.0
2303808,Cedro (CE),226044.0,12473.0,29737.0,9088.0,75265.0,99482.0
2303907,Chaval (CE),101725.0,4254.0,4656.0,4129.0,32031.0,56655.0
2303931,Choró (CE),172741.0,8890.0,13401.0,7814.0,82566.0,60070.0
2303956,Chorozinho (CE),337811.0,142334.0,23167.0,18089.0,71255.0,82965.0
2304004,Coreaú (CE),190909.0,8949.0,20346.0,7382.0,60198.0,94034.0
2304103,Crateús (CE),895218.0,52747.0,83191.0,55910.0,414645.0,288726.0
2304202,Crato (CE),1719123.0,158621.0,61947.0,174520.0,833798.0,490237.0
2304236,Croatá (CE),205773.0,6596.0,70131.0,6293.0,46933.0,75821.0
2304251,Cruz (CE),295708.0,21102.0,20178.0,13414.0,129296.0,111718.0
2304269,Deputado Irapuan Pinheiro (CE),87975.0,3148.0,17156.0,2251.0,24106.0,41314.0
2304277,Ereré (CE),66902.0,2113.0,16373.0,2015.0,15357.0,31045.0
2304285,Eusébio (CE),3184375.0,625203.0,23387.0,962423.0,1219227.0,354134.0
2304301,Farias Brito (CE),208411.0,7823.0,59092.0,6541.0,49883.0,85071.0
2304350,Forquilha (CE),248278.0,20008.0,23033.0,28999.0,78972.0,97266.0
2304400,Fortaleza (CE),65160893.0,9511525.0,107783.0,7651172.0,38074102.0,9816312.0
2304459,Fortim (CE),238016.0,26192.0,30205.0,39803.0,72460.0,69355.0
2304509,Frecheirinha (CE),233638.0,27504.0,8694.0,63253.0,67578.0,66609.0
2304608,General Sampaio (CE),77116.0,5321.0,11287.0,2382.0,20945.0,37182.0
2304657,Graça (CE),116811.0,4126.0,11919.0,4471.0,30191.0,66104.0
2304707,Granja (CE),438401.0,19276.0,64036.0,14454.0,132862.0,207772.0
2304806,Granjeiro (CE),46996.0,1452.0,7529.0,1656.0,9961.0,26398.0
2304905,Groaíras (CE),96576.0,5164.0,7254.0,5809.0,30535.0,47813.0
2304954,Guaiúba (CE),216414.0,10473.0,25740.0,11034.0,62756.0,106411.0
2305001,Guaraciaba do Norte (CE),636603.0,29797.0,252568.0,21196.0,171578.0,161463.0
2305100,Guaramiranga (CE),72785.0,2929.0,9630.0,3430.0,27814.0,28982.0
2305209,Hidrolândia (CE),168263.0,6536.0,26884.0,7588.0,50635.0,76622.0
2305233,Horizonte (CE),1718319.0,272524.0,93034.0,563825.0,492253.0,296683.0
2305266,Ibaretama (CE),124136.0,5889.0,18214.0,5072.0,34441.0,60520.0
2305308,Ibiapina (CE),336447.0,15873.0,93306.0,37902.0,80782.0,108585.0
2305332,Ibicuitinga (CE),112310.0,4564.0,16154.0,4169.0,29970.0,57453.0
2305357,Icapuí (CE),377216.0,21080.0,59707.0,97815.0,96846.0,101767.0
2305407,Icó (CE),679891.0,42876.0,79580.0,32950.0,255319.0,269167.0
2305506,Iguatu (CE),1752419.0,187711.0,200322.0,128282.0,823743.0,412361.0
2305605,Independência (CE),297505.0,9466.0,102130.0,12799.0,71692.0,101418.0
2305654,Ipaporanga (CE),96000.0,3690.0,17323.0,2740.0,26088.0,46159.0
2305704,Ipaumirim (CE),133876.0,7962.0,21045.0,7510.0,44928.0,52432.0
2305803,Ipu (CE),469799.0,26012.0,94547.0,19732.0,172814.0,156693.0
2305902,Ipueiras (CE),310329.0,13618.0,35836.0,8494.0,100443.0,151938.0
2306009,Iracema (CE),175352.0,8633.0,27870.0,8216.0,60972.0,69662.0
2306108,Irauçuba (CE),191993.0,9939.0,18793.0,12546.0,55037.0,95678.0
2306207,Itaiçaba (CE),76507.0,4259.0,11792.0,4048.0,21111.0,35298.0
2306256,Itaitinga (CE),894152.0,179425.0,6626.0,103864.0,441201.0,163036.0
2306306,Itapajé (CE),565461.0,42104.0,62200.0,67005.0,195448.0,198704.0
2306405,Itapipoca (CE),1593931.0,142793.0,99517.0,223459.0,618229.0,509933.0
2306504,Itapiúna (CE),163015.0,6494.0,28269.0,5439.0,43573.0,79239.0
2306553,Itarema (CE),696490.0,34964.0,58161.0,282365.0,146855.0,174145.0
2306603,Itatira (CE),159467.0,7002.0,12804.0,4379.0,49051.0,86231.0
2306702,Jaguaretama (CE),205185.0,9481.0,56099.0,10501.0,55812.0,73292.0
2306801,Jaguaribara (CE),141672.0,7117.0,29653.0,5823.0,42980.0,56099.0
2306900,Jaguaribe (CE),556075.0,48228.0,78218.0,65526.0,215289.0,148813.0
2307007,Jaguaruana (CE),479273.0,51004.0,63614.0,100383.0,131694.0,132577.0
2307106,Jardim (CE),260310.0,9284.0,51955.0,7374.0,70941.0,120756.0
2307205,Jati (CE),118180.0,11009.0,12357.0,3619.0,50443.0,40753.0
2307254,Jijoca de Jericoacoara (CE),425671.0,29025.0,7406.0,20868.0,262312.0,106061.0
2307304,Juazeiro do Norte (CE),4794444.0,491729.0,30386.0,393401.0,2816504.0,1062424.0
2307403,Jucás (CE),275623.0,18168.0,43010.0,17542.0,94425.0,102478.0
2307502,Lavras da Mangabeira (CE),285494.0,13172.0,47721.0,12419.0,91815.0,120366.0
2307601,Limoeiro do Norte (CE),1222652.0,109240.0,302410.0,125923.0,447885.0,237193.0
2307635,Madalena (CE),161208.0,7527.0,19187.0,4937.0,48272.0,81284.0
2307650,Maracanaú (CE),9893418.0,1919533.0,20848.0,2666093.0,4245032.0,1041911.0
2307700,Maranguape (CE),1500486.0,192931.0,60372.0,272839.0,528394.0,445950.0
2307809,Marco (CE),342070.0,34936.0,20359.0,43435.0,128479.0,114860.0
2307908,Martinópole (CE),89010.0,3258.0,6788.0,3257.0,25826.0,49881.0
2308005,Massapê (CE),320251.0,16038.0,24533.0,28246.0,103177.0,148258.0
2308104,Mauriti (CE),472620.0,22419.0,115787.0,19509.0,131206.0,183699.0
2308203,Meruoca (CE),120035.0,4259.0,8916.0,7494.0,32028.0,67338.0
2308302,Milagres (CE),276985.0,14423.0,33546.0,35484.0,87759.0,105774.0
2308351,Milhã (CE),168499.0,6548.0,58801.0,4228.0,41315.0,57606.0
2308377,Miraíma (CE),101280.0,2760.0,10506.0,3256.0,23652.0,61105.0
2308401,Missão Velha (CE),459612.0,19685.0,170668.0,19213.0,106822.0,143225.0
2308500,Mombaça (CE),412196.0,21655.0,60193.0,31394.0,133136.0,165818.0
2308609,Monsenhor Tabosa (CE),148143.0,6960.0,18496.0,5898.0,44289.0,72501.0
2308708,Morada Nova (CE),1168606.0,105247.0,186878.0,280958.0,347847.0,247676.0
2308807,Moraújo (CE),71996.0,2168.0,13163.0,2317.0,17014.0,37333.0
2308906,Morrinhos (CE),173201.0,9657.0,11427.0,8898.0,57045.0,86173.0
2309003,Mucambo (CE),116473.0,5044.0,8890.0,4995.0,36730.0,60814.0
2309102,Mulungu (CE),123469.0,3465.0,36607.0,4673.0,28456.0,50268.0
2309201,Nova Olinda (CE),159246.0,8241.0,20970.0,8628.0,52710.0,68697.0
2309300,Nova Russas (CE),309710.0,24267.0,12231.0,13577.0,130426.0,129208.0
2309409,Novo Oriente (CE),255795.0,11385.0,39843.0,14929.0,74878.0,114761.0
2309458,Ocara (CE),230241.0,10759.0,45524.0,8916.0,58483.0,106559.0
2309508,Orós (CE),199232.0,9584.0,27548.0,7273.0,67293.0,87533.0
2309607,Pacajus (CE),1178386.0,118069.0,39011.0,346873.0,412158.0,262276.0
2309706,Pacatuba (CE),1104197.0,133578.0,19659.0,263389.0,388663.0,298908.0
2309805,Pacoti (CE),136461.0,5244.0,39266.0,4883.0,35532.0,51536.0
2309904,Pacujá (CE),55101.0,2436.0,3612.0,2388.0,16806.0,29860.0
2310001,Palhano (CE),93035.0,4618.0,18122.0,4047.0,25655.0,40594.0
2310100,Palmácia (CE),117257.0,3200.0,34424.0,3543.0,22813.0,53277.0
2310209,Paracuru (CE),516611.0,29895.0,50386.0,90130.0,185903.0,160297.0
2310258,Paraipaba (CE),486826.0,35207.0,94087.0,83772.0,134203.0,139558.0
2310308,Parambu (CE),262157.0,13722.0,40982.0,8349.0,85814.0,113290.0
2310407,Paramoti (CE),110459.0,3482.0,24673.0,4055.0,27034.0,51214.0
2310506,Pedra Branca (CE),375743.0,15863.0,39872.0,10026.0,119931.0,190051.0
2310605,Penaforte (CE),116255.0,10114.0,14307.0,6662.0,41206.0,43966.0
2310704,Pentecoste (CE),485051.0,26581.0,64939.0,88434.0,143051.0,162045.0
2310803,Pereiro (CE),411785.0,53251.0,32202.0,12854.0,245861.0,67617.0
2310852,Pindoretama (CE),253163.0,17792.0,26198.0,17255.0,99339.0,92579.0
2310902,Piquet Carneiro (CE),151521.0,7279.0,26889.0,4378.0,43318.0,69656.0
2310951,Pires Ferreira (CE),79333.0,2701.0,16702.0,2727.0,16620.0,40583.0
2311009,Poranga (CE),97302.0,4097.0,8248.0,3520.0,29387.0,52049.0
2311108,Porteiras (CE),167375.0,6448.0,49897.0,6863.0,40289.0,63878.0
2311207,Potengi (CE),103882.0,3447.0,23639.0,4137.0,27182.0,45476.0
2311231,Potiretama (CE),86445.0,3092.0,29305.0,4803.0,18852.0,30392.0
2311264,Quiterianópolis (CE),171093.0,8376.0,23200.0,5351.0,50471.0,83695.0
2311306,Quixadá (CE),1057508.0,74912.0,88956.0,74720.0,477879.0,341042.0
2311355,Quixelô (CE),169266.0,7431.0,46072.0,4651.0,42662.0,68450.0
2311405,Quixeramobim (CE),1183703.0,94202.0,117292.0,235093.0,433527.0,303589.0
2311504,Quixeré (CE),458224.0,47452.0,103324.0,94987.0,114446.0,98015.0
2311603,Redenção (CE),385206.0,22090.0,86392.0,30725.0,128885.0,117115.0
2311702,Reriutaba (CE),178464.0,9200.0,22771.0,11610.0,59961.0,74922.0
2311801,Russas (CE),1061071.0,99942.0,116940.0,134608.0,408517.0,301064.0
2311900,Saboeiro (CE),150823.0,4327.0,38939.0,3887.0,33265.0,70404.0
2311959,Salitre (CE),146833.0,4558.0,23088.0,4363.0,35248.0,79576.0
2312007,Santana do Acaraú (CE),257454.0,9309.0,40509.0,10020.0,68411.0,129207.0
2312106,Santana do Cariri (CE),149440.0,4459.0,24542.0,4602.0,34266.0,81571.0
2312205,Santa Quitéria (CE),532018.0,30931.0,92635.0,67874.0,162817.0,177761.0
2312304,São Benedito (CE),595448.0,32968.0,146393.0,26799.0,207799.0,181489.0
2312403,São Gonçalo do Amarante (CE),4079248.0,637813.0,50137.0,2220163.0,864825.0,306310.0
2312502,São João do Jaguaribe (CE),103342.0,3272.0,42058.0,2961.0,21742.0,33308.0
2312601,São Luís do Curu (CE),116904.0,5287.0,13621.0,7864.0,35095.0,55036.0
2312700,Senador Pompeu (CE),314795.0,21562.0,38653.0,39218.0,115208.0,100154.0
2312809,Senador Sá (CE),59092.0,2553.0,5725.0,1880.0,17407.0,31526.0
2312908,Sobral (CE),4497227.0,482986.0,47655.0,916781.0,2179909.0,869896.0
2313005,Solonópole (CE),237857.0,13071.0,47037.0,29864.0,68673.0,79212.0
2313104,Tabuleiro do Norte (CE),380369.0,29148.0,46522.0,18081.0,169051.0,117568.0
2313203,Tamboril (CE),261315.0,8715.0,62540.0,8146.0,73085.0,108829.0
2313252,Tarrafas (CE),89211.0,2461.0,23490.0,2841.0,19355.0,41064.0
2313302,Tauá (CE),685435.0,47135.0,88761.0,44048.0,283568.0,221922.0
2313351,Tejuçuoca (CE),134794.0,4918.0,11152.0,4514.0,33810.0,80400.0
2313401,Tianguá (CE),1617767.0,174885.0,340359.0,179388.0,605450.0,317685.0
2313500,Trairi (CE),832830.0,52838.0,61080.0,284989.0,213593.0,220330.0
2313559,Tururu (CE),122088.0,4163.0,15297.0,4908.0,29677.0,68043.0
2313609,Ubajara (CE),627477.0,41296.0,166582.0,115088.0,163248.0,141262.0
2313708,Umari (CE),64510.0,1867.0,12274.0,2514.0,14320.0,33535.0
2313757,Umirim (CE),159839.0,8738.0,24893.0,7338.0,38276.0,80593.0
2313807,Uruburetama (CE),272191.0,12698.0,52589.0,47999.0,62954.0,95951.0
2313906,Uruoca (CE),193060.0,7447.0,25601.0,47192.0,47275.0,65545.0
2313955,Varjota (CE),358164.0,14663.0,148880.0,16945.0,98126.0,79549.0
2314003,Várzea Alegre (CE),433965.0,27544.0,62720.0,27598.0,159239.0,156865.0
2314102,Viçosa do Ceará (CE),507425.0,21335.0,120226.0,16991.0,132405.0,216469.0
2400109,Acari (RN),131869.0,8471.0,14381.0,8218.0,38779.0,62019.0
2400208,Açu (RN),1170082.0,86151.0,30350.0,266759.0,473438.0,313386.0
2400307,Afonso Bezerra (RN),138846.0,4204.0,10401.0,29606.0,26541.0,68094.0
2400406,Água Nova (RN),33692.0,1365.0,1123.0,835.0,9094.0,21275.0
2400505,Alexandria (RN),156932.0,9708.0,5682.0,2583.0,62761.0,76198.0
2400604,Almino Afonso (RN),47364.0,1922.0,2471.0,4333.0,12580.0,26058.0
2400703,Alto do Rodrigues (RN),535734.0,34419.0,22321.0,273188.0,110028.0,95778.0
2400802,Angicos (RN),180097.0,15865.0,5650.0,8394.0,80504.0,69684.0
2400901,Antônio Martins (RN),62354.0,2521.0,2730.0,2914.0,14897.0,39293.0
2401008,Apodi (RN),546394.0,38871.0,61414.0,63960.0,192790.0,189359.0
2401107,Areia Branca (RN),709491.0,71004.0,18466.0,212688.0,239755.0,167579.0
2401206,Arês (RN),419804.0,36485.0,102894.0,114353.0,77235.0,88838.0
2401305,Campo Grande (RN),102778.0,5126.0,9871.0,4486.0,29948.0,53347.0
2401404,Baía Formosa (RN),277636.0,24080.0,73531.0,65782.0,60222.0,54020.0
2401453,Baraúna (RN),703243.0,79001.0,87246.0,179045.0,193628.0,164324.0
2401503,Barcelona (RN),43103.0,1358.0,2026.0,1517.0,10194.0,28007.0
2401602,Bento Fernandes (RN),53988.0,1343.0,4677.0,1259.0,10060.0,36650.0
2401651,Bodó (RN),262279.0,1949.0,5252.0,222897.0,8706.0,23474.0
2401701,Bom Jesus (RN),98925.0,6079.0,6569.0,3911.0,29235.0,53131.0
2401800,Brejinho (RN),136018.0,9577.0,5920.0,5810.0,43505.0,71205.0
2401859,Caiçara do Norte (RN),91647.0,7497.0,16023.0,4372.0,24742.0,39013.0
2401909,Caiçara do Rio do Vento (RN),45981.0,2717.0,2311.0,1399.0,13464.0,26090.0
2402006,Caicó (RN),1290562.0,155534.0,39280.0,80535.0,638049.0,377164.0
2402105,Campo Redondo (RN),98365.0,2843.0,3920.0,2758.0,21113.0,67732.0
2402204,Canguaretama (RN),597022.0,34663.0,214288.0,15879.0,137267.0,194924.0
2402303,Caraúbas (RN),323386.0,19872.0,22351.0,58855.0,105732.0,116576.0
2402402,Carnaúba dos Dantas (RN),110611.0,9081.0,2998.0,13065.0,38204.0,47262.0
2402501,Carnaubais (RN),161102.0,5630.0,13997.0,35997.0,38931.0,66547.0
2402600,Ceará-Mirim (RN),954188.0,87956.0,57144.0,51097.0,355482.0,402510.0
2402709,Cerro Corá (RN),124128.0,8589.0,19462.0,5865.0,29611.0,60600.0
2402808,Coronel Ezequiel (RN),49979.0,1522.0,4870.0,1433.0,9998.0,32156.0
2402907,Coronel João Pessoa (RN),44552.0,1083.0,1991.0,979.0,9350.0,31150.0
2403004,Cruzeta (RN),113424.0,8434.0,14249.0,9702.0,35267.0,45772.0
2403103,Currais Novos (RN),748590.0,75691.0,17366.0,85213.0,335441.0,234880.0
2403202,Doutor Severiano (RN),72232.0,3331.0,5029.0,1378.0,18960.0,43534.0
2403251,Parnamirim (RN),5878948.0,946498.0,64788.0,632023.0,2800399.0,1435240.0
2403301,Encanto (RN),54953.0,1865.0,2744.0,1864.0,13830.0,34650.0
2403400,Equador (RN),70057.0,4641.0,2386.0,8465.0,19028.0,35537.0
2403509,Espírito Santo (RN),90089.0,3564.0,6103.0,2680.0,21471.0,56273.0
2403608,Extremoz (RN),544494.0,56596.0,16168.0,62920.0,228962.0,179847.0
2403707,Felipe Guerra (RN),99919.0,2922.0,5497.0,23609.0,27445.0,40447.0
2403756,Fernando Pedroza (RN),36802.0,1113.0,1059.0,1745.0,9577.0,23307.0
2403806,Florânia (RN),109468.0,6302.0,13038.0,6320.0,30227.0,53582.0
2403905,Francisco Dantas (RN),30371.0,716.0,2689.0,1078.0,6500.0,19388.0
2404002,Frutuoso Gomes (RN),41785.0,2213.0,2025.0,2344.0,12413.0,22790.0
2404101,Galinhos (RN),87817.0,6624.0,26114.0,15334.0,15455.0,24290.0
2404200,Goianinha (RN),512315.0,47004.0,44647.0,61425.0,194510.0,164729.0
2404309,Governador Dix-Sept Rosado (RN),237139.0,13157.0,33287.0,58226.0,53623.0,78845.0
2404408,Grossos (RN),142659.0,10835.0,4265.0,23449.0,41942.0,62168.0
2404507,Guamaré (RN),1741592.0,74008.0,36420.0,1168281.0,277734.0,185148.0
2404606,Ielmo Marinho (RN),127422.0,4468.0,15571.0,2573.0,23934.0,80876.0
2404705,Ipanguaçu (RN),167440.0,8666.0,31188.0,5333.0,38797.0,83456.0
2404804,Ipueira (RN),30015.0,993.0,3337.0,920.0,6831.0,17934.0
2404853,Itajá (RN),81015.0,5660.0,2799.0,5811.0,25321.0,41423.0
2404903,Itaú (RN),72902.0,4307.0,8006.0,2615.0,22758.0,35216.0
2405009,Jaçanã (RN),77674.0,2801.0,5502.0,2792.0,17519.0,49060.0
2405108,Jandaíra (RN),74530.0,4909.0,4815.0,2657.0,18483.0,43667.0
2405207,Janduís (RN),86623.0,2907.0,4058.0,29219.0,16355.0,34083.0
2405306,Januário Cicco (RN),82918.0,4066.0,5283.0,3031.0,17500.0,53039.0
2405405,Japi (RN),46564.0,1240.0,1820.0,1575.0,10623.0,31305.0
2405504,Jardim de Angicos (RN),56197.0,2059.0,2209.0,25093.0,5772.0,21065.0
2405603,Jardim de Piranhas (RN),183998.0,12341.0,14072.0,15474.0,58904.0,83206.0
2405702,Jardim do Seridó (RN),188060.0,15640.0,11550.0,29131.0,65599.0,66140.0
2405801,João Câmara (RN),1090436.0,66696.0,19740.0,551532.0,235368.0,217100.0
2405900,João Dias (RN),26178.0,1351.0,1403.0,441.0,5333.0,17649.0
2406007,José da Penha (RN),61575.0,2678.0,4230.0,1816.0,16611.0,36240.0
2406106,Jucurutu (RN),339248.0,27705.0,29412.0,92775.0,85368.0,103989.0
2406155,Jundiá (RN),39010.0,771.0,3395.0,1598.0,7021.0,26226.0
2406205,Lagoa d'Anta (RN),68904.0,3185.0,3830.0,2061.0,19063.0,40765.0
2406304,Lagoa de Pedras (RN),75019.0,2418.0,9366.0,3362.0,15601.0,44272.0
2406403,Lagoa de Velhos (RN),36710.0,894.0,2243.0,7040.0,6685.0,19846.0
2406502,Lagoa Nova (RN),245818.0,25364.0,15407.0,69871.0,42125.0,93051.0
2406601,Lagoa Salgada (RN),88216.0,3570.0,4546.0,2849.0,24001.0,53251.0
