Cód.,Município,PIB (Mil Reais),Impostos (Mil Reais),VA da agropecuária (Mil Reais),VA da indústria (Mil Reais),VA dos serviços (Mil Reais),VA da administração pública (Mil Reais)
1100015,Alta Floresta D'Oeste (RO),570272.0,35109.0,203394.0,20716.0,150192.0,160860.0
1100023,Ariquemes (RO),2818049.0,295656.0,199723.0,404752.0,1207405.0,710513.0
1100031,Cabixi (RO),167190.0,7237.0,81177.0,5438.0,28667.0,44671.0
1100049,Cacoal (RO),2519353.0,274451.0,236215.0,275537.0,1157344.0,575806.0
1100056,Cerejeiras (RO),600670.0,89923.0,94758.0,23582.0,276755.0,115652.0
1100064,Colorado do Oeste (RO),366931.0,24075.0,88923.0,24322.0,118529.0,111082.0
1100072,Corumbiara (RO),268381.0,10200.0,155648.0,10847.0,34749.0,56937.0
1100080,Costa Marques (RO),261978.0,9276.0,80684.0,6205.0,48318.0,117495.0
1100098,Espigão D'Oeste (RO),666331.0,58285.0,137802.0,54521.0,213513.0,202211.0
1100106,Guajará-Mirim (RO),984586.0,139461.0,59384.0,41650.0,443005.0,301086.0
1100114,Jaru (RO),1665068.0,189006.0,223881.0,195776.0,712461.0,343944.0
1100122,Ji-Paraná (RO),4057626.0,566032.0,155961.0,589531.0,1950007.0,796096.0
1100130,Machadinho D'Oeste (RO),700317.0,35830.0,226106.0,35782.0,150365.0,252233.0
1100148,Nova Brasilândia D'Oeste (RO),403370.0,26898.0,123270.0,22561.0,100806.0,129836.0
1100155,Ouro Preto do Oeste (RO),885193.0,67733.0,163407.0,88619.0,330931.0,234503.0
1100189,Pimenta Bueno (RO),1361243.0,232766.0,125229.0,225649.0,515002.0,262597.0
1100205,Porto Velho (RO),19448762.0,2257212.0,797348.0,4978615.0,7774206.0,3641382.0
1100254,Presidente Médici (RO),464219.0,41374.0,121355.0,41019.0,134878.0,125593.0
1100262,Rio Crespo (RO),133580.0,4545.0,76394.0,5251.0,13634.0,33756.0
1100288,Rolim de Moura (RO),1397881.0,138701.0,118330.0,186532.0,584320.0,369999.0
1100296,Santa Luzia D'Oeste (RO),156789.0,6030.0,61497.0,11982.0,28826.0,48454.0
1100304,Vilhena (RO),3153000.0,443954.0,179260.0,392170.0,1439935.0,697681.0
1100320,São Miguel do Guaporé (RO),730695.0,47042.0,257601.0,93118.0,169666.0,163268.0
1100338,Nova Mamoré (RO),601910.0,23738.0,250818.0,21299.0,110480.0,195574.0
1100346,Alvorada D'Oeste (RO),289533.0,11758.0,101029.0,13166.0,64863.0,98718.0
1100379,Alto Alegre dos Parecis (RO),324544.0,13223.0,156818.0,13423.0,48775.0,92306.0
1100403,Alto Paraíso (RO),396377.0,21480.0,121183.0,19894.0,99864.0,133957.0
1100452,Buritis (RO),781624.0,55508.0,219630.0,34034.0,225556.0,246897.0
1100502,Novo Horizonte do Oeste (RO),185100.0,8589.0,70114.0,10962.0,37543.0,57892.0
1100601,Cacaulândia (RO),169164.0,4776.0,97062.0,2797.0,20477.0,44052.0
1100700,Campo Novo de Rondônia (RO),331933.0,8208.0,155952.0,40072.0,30130.0,97571.0
1100809,Candeias do Jamari (RO),563100.0,26208.0,102419.0,124977.0,124050.0,185446.0
1100908,Castanheiras (RO),80415.0,2232.0,40902.0,1859.0,8095.0,27327.0
1100924,Chupinguaia (RO),374880.0,19856.0,141100.0,63351.0,60115.0,90459.0
1100940,Cujubim (RO),431849.0,19012.0,128413.0,48866.0,74629.0,160929.0
1101005,Governador Jorge Teixeira (RO),200590.0,5620.0,117189.0,4107.0,19027.0,54647.0
1101104,Itapuã do Oeste (RO),192783.0,9900.0,51082.0,22890.0,38132.0,70778.0
1101203,Ministro Andreazza (RO),224922.0,15663.0,81828.0,11661.0,51707.0,64063.0
1101302,Mirante da Serra (RO),231692.0,11912.0,72925.0,14656.0,62788.0,69411.0
1101401,Monte Negro (RO),340951.0,15014.0,114121.0,36279.0,67992.0,107545.0
1101435,Nova União (RO),128839.0,4414.0,61086.0,2706.0,15015.0,45617.0
1101450,Parecis (RO),120834.0,3713.0,56806.0,3580.0,12542.0,44193.0
1101468,Pimenteiras do Oeste (RO),148849.0,4415.0,96971.0,5141.0,15447.0,26876.0
1101476,Primavera de Rondônia (RO),66483.0,2358.0,26718.0,1823.0,9349.0,26235.0
1101484,São Felipe D'Oeste (RO),102297.0,3824.0,40910.0,2495.0,16172.0,38896.0
1101492,São Francisco do Guaporé (RO),397791.0,20847.0,149466.0,14687.0,84250.0,128540.0
1101500,Seringueiras (RO),250607.0,16235.0,86169.0,10274.0,54280.0,83649.0
1101559,Teixeirópolis (RO),97364.0,3669.0,44769.0,3772.0,12809.0,32345.0
1101609,Theobroma (RO),213026.0,6456.0,105974.0,5238.0,21086.0,74271.0
1101708,Urupá (RO),227801.0,9473.0,82592.0,8587.0,48031.0,79117.0
1101757,Vale do Anari (RO),180730.0,6131.0,67101.0,5554.0,23945.0,78000.0
1101807,Vale do Paraíso (RO),161268.0,5599.0,82918.0,3350.0,20028.0,49373.0
1200013,Acrelândia (AC),302445.0,21607.0,76453.0,16073.0,81972.0,106340.0
1200054,Assis Brasil (AC),96920.0,2532.0,16231.0,3294.0,16344.0,58519.0
1200104,Brasiléia (AC),480142.0,49224.0,68647.0,38459.0,141100.0,182712.0
1200138,Bujari (AC),183818.0,5632.0,68523.0,5881.0,29973.0,73808.0
1200179,Capixaba (AC),145318.0,4353.0,28553.0,3414.0,22783.0,86215.0
1200203,Cruzeiro do Sul (AC),1516381.0,116184.0,54955.0,133895.0,612974.0,598373.0
1200252,Epitaciolândia (AC),432928.0,59705.0,30367.0,19202.0,199336.0,124317.0
1200302,Feijó (AC),392931.0,17144.0,37069.0,14675.0,93507.0,230537.0
1200328,Jordão (AC),84908.0,1754.0,4731.0,2185.0,12769.0,63469.0
1200336,Mâncio Lima (AC),230863.0,8413.0,27215.0,11328.0,51506.0,132403.0
1200344,Manoel Urbano (AC),137420.0,7583.0,19709.0,15449.0,28883.0,65796.0
1200351,Marechal Thaumaturgo (AC),214547.0,4466.0,26490.0,5947.0,30645.0,146999.0
1200385,Plácido de Castro (AC),266954.0,15391.0,36269.0,9576.0,64313.0,141406.0
1200393,Porto Walter (AC),130247.0,3000.0,13084.0,3668.0,20210.0,90284.0
1200401,Rio Branco (AC),9579592.0,1261084.0,113279.0,813358.0,4657214.0,2734657.0
1200427,Rodrigues Alves (AC),202691.0,3344.0,28326.0,5655.0,27819.0,137548.0
1200435,Santa Rosa do Purus (AC),84137.0,1671.0,12595.0,2360.0,12541.0,54970.0
1200450,Senador Guiomard (AC),357580.0,25281.0,45885.0,14663.0,110953.0,160798.0
1200500,Sena Madureira (AC),580935.0,22997.0,95979.0,24901.0,141550.0,295508.0
1200609,Tarauacá (AC),519834.0,27014.0,49144.0,19124.0,136413.0,288140.0
1200708,Xapuri (AC),292045.0,15717.0,62157.0,20743.0,62916.0,130512.0
1200807,Porto Acre (AC),243737.0,5805.0,67871.0,7495.0,34824.0,127742.0
1300029,Alvarães (AM),194568.0,4330.0,65650.0,8264.0,29759.0,86565.0
1300060,Amaturá (AM),101978.0,2490.0,15618.0,3955.0,16745.0,63170.0
1300086,Anamã (AM),129932.0,3378.0,36987.0,5492.0,20373.0,63701.0
1300102,Anori (AM),215147.0,8552.0,60372.0,10535.0,36531.0,99157.0
1300144,Apuí (AM),272114.0,17874.0,70547.0,19164.0,63375.0,101153.0
1300201,Atalaia do Norte (AM),172761.0,3874.0,26928.0,5132.0,23488.0,113338.0
1300300,Autazes (AM),446910.0,17907.0,108482.0,26147.0,81399.0,212975.0
1300409,Barcelos (AM),208512.0,6817.0,14438.0,14550.0,39284.0,133423.0
1300508,Barreirinha (AM),313543.0,12406.0,51024.0,12922.0,56883.0,180308.0
1300607,Benjamin Constant (AM),349342.0,13141.0,34766.0,20181.0,64157.0,217096.0
1300631,Beruri (AM),182220.0,7151.0,19453.0,7795.0,35989.0,111831.0
1300680,Boa Vista do Ramos (AM),161512.0,3763.0,23843.0,7154.0,28167.0,98585.0
1300706,Boca do Acre (AM),475900.0,37841.0,102162.0,52907.0,118197.0,164792.0
1300805,Borba (AM),361504.0,14550.0,48841.0,15359.0,70219.0,212535.0
1300839,Caapiranga (AM),170630.0,3429.0,56094.0,6647.0,25744.0,78716.0
1300904,Canutama (AM),133412.0,3914.0,18001.0,5366.0,23919.0,82214.0
1301001,Carauari (AM),358947.0,17562.0,108449.0,21387.0,79057.0,132491.0
1301100,Careiro (AM),363553.0,20628.0,51562.0,27734.0,77784.0,185845.0
1301159,Careiro da Várzea (AM),374141.0,5939.0,183762.0,12327.0,31929.0,140183.0
1301209,Coari (AM),1923312.0,98661.0,100037.0,810775.0,429819.0,484020.0
1301308,Codajás (AM),498998.0,8376.0,293233.0,15632.0,44727.0,137030.0
1301407,Eirunepé (AM),503011.0,13652.0,219042.0,18583.0,69167.0,182567.0
1301506,Envira (AM),178196.0,4579.0,37367.0,7620.0,30419.0,98210.0
1301605,Fonte Boa (AM),197082.0,7496.0,25947.0,10661.0,38855.0,114123.0
1301654,Guajará (AM),147404.0,4496.0,22621.0,5812.0,26243.0,88231.0
1301704,Humaitá (AM),780803.0,73735.0,159157.0,46963.0,252379.0,248569.0
1301803,Ipixuna (AM),193678.0,6366.0,17666.0,6445.0,30875.0,132326.0
1301852,Iranduba (AM),728072.0,49664.0,111284.0,117166.0,182508.0,267450.0
1301902,Itacoatiara (AM),2273856.0,212217.0,426988.0,170816.0,946389.0,517446.0
1301951,Itamarati (AM),107511.0,2535.0,32027.0,4957.0,17912.0,50080.0
1302009,Itapiranga (AM),134222.0,5954.0,38317.0,6755.0,27450.0,55747.0
1302108,Japurá (AM),63134.0,2314.0,16147.0,3964.0,13388.0,27322.0
1302207,Juruá (AM),122261.0,3374.0,20715.0,6096.0,18307.0,73769.0
1302306,Jutaí (AM),252836.0,8653.0,78773.0,11685.0,49428.0,104297.0
1302405,Lábrea (AM),555876.0,22552.0,209309.0,24175.0,96816.0,203024.0
1302504,Manacapuru (AM),1432602.0,82883.0,386708.0,130816.0,366423.0,465772.0
1302553,Manaquiri (AM),274502.0,6031.0,78588.0,12772.0,30193.0,146918.0
1302603,Manaus (AM),91768773.0,18798608.0,164934.0,33272165.0,29327360.0,10205706.0
1302702,Manicoré (AM),621351.0,32271.0,157638.0,47669.0,129373.0,254400.0
1302801,Maraã (AM),148833.0,3581.0,17597.0,6740.0,19621.0,101293.0
1302900,Maués (AM),566046.0,31167.0,73956.0,28199.0,126715.0,306009.0
1303007,Nhamundá (AM),185703.0,7794.0,26333.0,7901.0,38507.0,105168.0
1303106,Nova Olinda do Norte (AM),293963.0,12793.0,34135.0,16667.0,49761.0,180607.0
1303205,Novo Airão (AM),174377.0,7368.0,11051.0,9786.0,41502.0,104671.0
1303304,Novo Aripuanã (AM),219610.0,7176.0,49538.0,11045.0,35490.0,116362.0
1303403,Parintins (AM),1320760.0,80678.0,297571.0,78227.0,335289.0,528995.0
1303502,Pauini (AM),175118.0,4744.0,33665.0,6115.0,28125.0,102470.0
1303536,Presidente Figueiredo (AM),829590.0,31043.0,67210.0,328444.0,155195.0,247698.0
1303569,Rio Preto da Eva (AM),374582.0,29053.0,81269.0,34980.0,77804.0,151477.0
1303601,Santa Isabel do Rio Negro (AM),157255.0,3009.0,14934.0,4595.0,19490.0,115228.0
1303700,Santo Antônio do Içá (AM),208668.0,9195.0,35304.0,9167.0,38883.0,116118.0
1303809,São Gabriel da Cachoeira (AM),376615.0,22648.0,15903.0,19873.0,95101.0,223089.0
1303908,São Paulo de Olivença (AM),302142.0,7161.0,32183.0,12132.0,46513.0,204152.0
1303957,São Sebastião do Uatumã (AM),127921.0,3821.0,22793.0,5905.0,22204.0,73200.0
1304005,Silves (AM),133809.0,14263.0,40645.0,4966.0,17685.0,56250.0
1304062,Tabatinga (AM),653294.0,54566.0,21485.0,40300.0,197619.0,339324.0
1304104,Tapauá (AM),218778.0,5053.0,59651.0,9712.0,35469.0,108894.0
1304203,Tefé (AM),941549.0,50399.0,188505.0,157942.0,234909.0,309793.0
1304237,Tonantins (AM),158650.0,3274.0,17700.0,6007.0,25352.0,106318.0
1304260,Uarini (AM),205148.0,6192.0,85676.0,8157.0,30934.0,74188.0
1304302,Urucará (AM),306841.0,6989.0,164045.0,8885.0,37187.0,89736.0
1304401,Urucurituba (AM),195781.0,6492.0,29820.0,9519.0,35453.0,114496.0
1400027,Amajari (RR),198055.0,2851.0,48199.0,6053.0,15091.0,125861.0
1400050,Alto Alegre (RR),409678.0,5526.0,175261.0,20279.0,48726.0,159885.0
1400100,Boa Vista (RR),11826207.0,1258186.0,121501.0,1456847.0,4640743.0,4348930.0
1400159,Bonfim (RR),417473.0,7573.0,195775.0,23445.0,51785.0,138895.0
1400175,Cantá (RR),325142.0,23563.0,50538.0,22884.0,34404.0,193753.0
1400209,Caracaraí (RR),410468.0,17236.0,51125.0,31682.0,74930.0,235494.0
1400233,Caroebe (RR),227657.0,5923.0,70295.0,10241.0,34221.0,106977.0
1400282,Iracema (RR),182227.0,3972.0,26075.0,6755.0,21060.0,124366.0
1400308,Mucajaí (RR),348643.0,19005.0,53407.0,24983.0,65544.0,185704.0
1400407,Normandia (RR),194806.0,2511.0,43891.0,7263.0,20171.0,120971.0
1400456,Pacaraima (RR),290483.0,15202.0,8982.0,15613.0,61867.0,188819.0
1400472,Rorainópolis (RR),636834.0,54275.0,77889.0,41834.0,134833.0,328002.0
1400506,São João da Baliza (RR),262133.0,72592.0,34781.0,26348.0,40951.0,87461.0
1400605,São Luiz (RR),165155.0,10154.0,35843.0,9895.0,25204.0,84060.0
1400704,Uiramutã (RR),129313.0,1468.0,7344.0,2388.0,9224.0,108890.0
1500107,Abaetetuba (PA),1656576.0,135373.0,234488.0,66069.0,573434.0,647212.0
1500131,Abel Figueiredo (PA),95678.0,6828.0,22317.0,10042.0,22450.0,34039.0
1500206,Acará (PA),881826.0,23108.0,429719.0,32175.0,105337.0,291487.0
1500305,Afuá (PA),438244.0,11885.0,161667.0,19400.0,52645.0,192646.0
1500347,Água Azul do Norte (PA),531218.0,66413.0,186803.0,110255.0,56042.0,111705.0
1500404,Alenquer (PA),691614.0,21818.0,264639.0,23392.0,131941.0,249824.0
1500503,Almeirim (PA),627584.0,67550.0,70937.0,188786.0,123322.0,176989.0
1500602,Altamira (PA),2556445.0,265402.0,323942.0,348721.0,1071194.0,547187.0
1500701,Anajás (PA),228694.0,10791.0,35374.0,6753.0,33372.0,142404.0
1500800,Ananindeua (PA),8141095.0,1170041.0,11303.0,1086424.0,4013326.0,1860001.0
1500859,Anapu (PA),521583.0,37834.0,202523.0,19452.0,126844.0,134931.0
1500909,Augusto Corrêa (PA),365944.0,12484.0,58149.0,13689.0,57929.0,223693.0
1500958,Aurora do Pará (PA),267528.0,10093.0,69467.0,9812.0,45045.0,133111.0
1501006,Aveiro (PA),138807.0,1945.0,43872.0,3769.0,12947.0,76274.0
1501105,Bagre (PA),232845.0,4775.0,75818.0,5577.0,25014.0,121661.0
1501204,Baião (PA),615634.0,10670.0,325845.0,17514.0,71514.0,190091.0
1501253,Bannach (PA),100639.0,2523.0,64279.0,1643.0,10031.0,22162.0
1501303,Barcarena (PA),7437481.0,1674643.0,167676.0,3665600.0,1278631.0,650930.0
1501402,Belém (PA),30835763.0,5034036.0,91379.0,3798540.0,16481347.0,5430462.0
1501451,Belterra (PA),186598.0,6982.0,47518.0,9158.0,36024.0,86915.0
1501501,Benevides (PA),1675048.0,379412.0,4382.0,437080.0,603586.0,250588.0
1501576,Bom Jesus do Tocantins (PA),207835.0,9041.0,66012.0,7197.0,42645.0,82941.0
1501600,Bonito (PA),189663.0,28114.0,19414.0,54625.0,24127.0,63384.0
1501709,Bragança (PA),1377141.0,102934.0,233265.0,81166.0,452440.0,507336.0
1501725,Brasil Novo (PA),322210.0,18922.0,139416.0,12271.0,74633.0,76967.0
1501758,Brejo Grande do Araguaia (PA),88614.0,3221.0,31819.0,3114.0,15478.0,34981.0
1501782,Breu Branco (PA),688187.0,66870.0,83982.0,123940.0,139336.0,274060.0
1501808,Breves (PA),847225.0,50294.0,50765.0,29268.0,210936.0,505963.0
1501907,Bujaru (PA),488391.0,7812.0,276737.0,17964.0,54370.0,131508.0
1501956,Cachoeira do Piriá (PA),215678.0,6614.0,43405.0,6379.0,28969.0,130312.0
1502004,Cachoeira do Arari (PA),230427.0,6225.0,82859.0,6948.0,31544.0,102852.0
1502103,Cametá (PA),1332550.0,52086.0,408314.0,37140.0,266015.0,568994.0
1502152,Canaã dos Carajás (PA),22522725.0,371526.0,86816.0,19434709.0,2246219.0,383455.0
1502202,Capanema (PA),1227086.0,171631.0,116713.0,111429.0,563957.0,263357.0
1502301,Capitão Poço (PA),704881.0,34183.0,248626.0,35467.0,166978.0,219626.0
1502400,Castanhal (PA),4293180.0,716763.0,130546.0,606534.0,1943835.0,895502.0
1502509,Chaves (PA),218344.0,2672.0,86588.0,3368.0,14508.0,111209.0
1502608,Colares (PA),93043.0,2692.0,14932.0,2770.0,17366.0,55283.0
1502707,Conceição do Araguaia (PA),621769.0,51556.0,108936.0,34312.0,226982.0,199983.0
1502756,Concórdia do Pará (PA),322550.0,19368.0,54944.0,14595.0,73936.0,159707.0
1502764,Cumaru do Norte (PA),408055.0,12223.0,276335.0,7871.0,46495.0,65130.0
1502772,Curionópolis (PA),644502.0,31554.0,83261.0,320692.0,106142.0,102853.0
1502806,Curralinho (PA),266866.0,7647.0,47933.0,6261.0,39857.0,165169.0
1502855,Curuá (PA),140213.0,3502.0,41054.0,3696.0,20668.0,71293.0
1502905,Curuçá (PA),330355.0,11080.0,80924.0,11721.0,58184.0,168447.0
1502939,Dom Eliseu (PA),783206.0,89200.0,122204.0,45553.0,277546.0,248702.0
1502954,Eldorado do Carajás (PA),520726.0,47166.0,113417.0,70747.0,142979.0,146417.0
1503002,Faro (PA),63579.0,2176.0,7240.0,2564.0,14215.0,37384.0
1503044,Floresta do Araguaia (PA),414123.0,18155.0,200038.0,27673.0,71429.0,96829.0
1503077,Garrafão do Norte (PA),256395.0,8506.0,70897.0,8871.0,46107.0,122014.0
1503093,Goianésia do Pará (PA),371975.0,21968.0,78243.0,15730.0,80588.0,175445.0
1503101,Gurupá (PA),294443.0,8760.0,61192.0,7156.0,47011.0,170323.0
1503200,Igarapé-Açu (PA),379257.0,26301.0,74037.0,27812.0,99894.0,151214.0
1503309,Igarapé-Miri (PA),627685.0,31786.0,168605.0,32063.0,104632.0,290599.0
1503408,Inhangapi (PA),155791.0,9735.0,65517.0,16441.0,16227.0,47871.0
1503457,Ipixuna do Pará (PA),607202.0,28040.0,64688.0,154594.0,87164.0,272715.0
1503507,Irituia (PA),249125.0,11603.0,51604.0,8594.0,55204.0,122120.0
1503606,Itaituba (PA),2626139.0,299701.0,140245.0,587806.0,1123614.0,474774.0
1503705,Itupiranga (PA),658373.0,26148.0,247073.0,32149.0,118571.0,234432.0
1503754,Jacareacanga (PA),576360.0,14050.0,53390.0,277425.0,54825.0,176670.0
1503804,Jacundá (PA),529375.0,41700.0,50200.0,30933.0,175714.0,230828.0
1503903,Juruti (PA),1366721.0,64237.0,171431.0,549511.0,279014.0,302527.0
1504000,Limoeiro do Ajuru (PA),484664.0,4914.0,312016.0,5396.0,26819.0,135518.0
1504059,Mãe do Rio (PA),324097.0,23976.0,26510.0,13719.0,114434.0,145457.0
1504109,Magalhães Barata (PA),93194.0,2123.0,35288.0,2788.0,12842.0,40153.0
1504208,Marabá (PA),12930110.0,1056709.0,439737.0,6975002.0,3165030.0,1293633.0
1504307,Maracanã (PA),255464.0,6132.0,65670.0,9405.0,41568.0,132689.0
1504406,Marapanim (PA),247549.0,7418.0,45296.0,8315.0,52870.0,133651.0
1504422,Marituba (PA),2082399.0,328688.0,2027.0,221409.0,954278.0,575997.0
1504455,Medicilândia (PA),876395.0,44473.0,511388.0,30544.0,159648.0,130341.0
1504505,Melgaço (PA),196206.0,4222.0,25980.0,5240.0,21886.0,138879.0
1504604,Mocajuba (PA),496241.0,14528.0,234009.0,17792.0,67143.0,162769.0
1504703,Moju (PA),1266649.0,94402.0,472554.0,93469.0,237166.0,369058.0
1504752,Mojuí dos Campos (PA),194089.0,8851.0,49060.0,10416.0,42340.0,83421.0
1504802,Monte Alegre (PA),710162.0,31750.0,236035.0,29101.0,160662.0,252615.0
1504901,Muaná (PA),322133.0,7278.0,97378.0,9180.0,40142.0,168155.0
1504950,Nova Esperança do Piriá (PA),257345.0,9559.0,94620.0,7787.0,45261.0,100119.0
1504976,Nova Ipixuna (PA),169151.0,8002.0,44688.0,7010.0,31437.0,78014.0
1505007,Nova Timboteua (PA),143695.0,8847.0,27660.0,5736.0,36032.0,65421.0
1505031,Novo Progresso (PA),826542.0,100043.0,176827.0,118781.0,288752.0,142139.0
1505064,Novo Repartimento (PA),939786.0,62536.0,288400.0,27165.0,215277.0,346409.0
1505106,Óbidos (PA),897155.0,31769.0,419448.0,56363.0,148748.0,240827.0
1505205,Oeiras do Pará (PA),441527.0,8786.0,219533.0,10190.0,48538.0,154480.0
1505304,Oriximiná (PA),2503141.0,147011.0,248249.0,1289234.0,480870.0,337777.0
1505403,Ourém (PA),203272.0,9577.0,67109.0,16319.0,40361.0,69907.0
1505437,Ourilândia do Norte (PA),775454.0,124558.0,66925.0,251745.0,177761.0,154464.0
1505486,Pacajá (PA),723359.0,34445.0,314734.0,27437.0,127868.0,218874.0
1505494,Palestina do Pará (PA),82964.0,2700.0,26116.0,2882.0,14468.0,36798.0
1505502,Paragominas (PA),3777292.0,343666.0,324260.0,1498702.0,1084702.0,525961.0
1505536,Parauapebas (PA),38014863.0,1178964.0,195418.0,30269436.0,4787420.0,1583624.0
1505551,Pau D'Arco (PA),97363.0,5689.0,32057.0,3188.0,20390.0,36038.0
1505601,Peixe-Boi (PA),65723.0,1999.0,15098.0,2218.0,11374.0,35033.0
1505635,Piçarra (PA),274687.0,11387.0,151863.0,13855.0,33855.0,63727.0
1505650,Placas (PA),309018.0,11377.0,118346.0,9140.0,46291.0,123863.0
1505700,Ponta de Pedras (PA),246851.0,9467.0,61992.0,5571.0,44286.0,125535.0
1505809,Portel (PA),880348.0,20262.0,419253.0,32210.0,107781.0,300842.0
1505908,Porto de Moz (PA),348459.0,13025.0,74289.0,11155.0,57683.0,192306.0
1506005,Prainha (PA),342531.0,7300.0,132875.0,9961.0,46339.0,146055.0
1506104,Primavera (PA),295648.0,58487.0,4194.0,142347.0,36071.0,54548.0
1506112,Quatipuru (PA),111202.0,3427.0,30151.0,3002.0,18071.0,56551.0
1506138,Redenção (PA),2028782.0,290342.0,153365.0,279187.0,932815.0,373072.0
1506161,Rio Maria (PA),571430.0,75708.0,167216.0,111674.0,130013.0,86819.0
1506187,Rondon do Pará (PA),628597.0,46519.0,120457.0,41449.0,188760.0,231412.0
1506195,Rurópolis (PA),415601.0,27907.0,80530.0,32664.0,86649.0,187850.0
1506203,Salinópolis (PA),568925.0,55773.0,18024.0,76342.0,250885.0,167902.0
1506302,Salvaterra (PA),193500.0,7770.0,29084.0,8005.0,45451.0,103189.0
1506351,Santa Bárbara do Pará (PA),218708.0,19592.0,8342.0,67459.0,36841.0,86473.0
1506401,Santa Cruz do Arari (PA),81617.0,1411.0,29765.0,1428.0,8419.0,40594.0
1506500,Santa Izabel do Pará (PA),807619.0,92159.0,102111.0,63444.0,271467.0,278438.0
1506559,Santa Luzia do Pará (PA),188634.0,11295.0,34412.0,5755.0,46894.0,90279.0
1506583,Santa Maria das Barreiras (PA),735495.0,24216.0,226841.0,289379.0,99365.0,95694.0
1506609,Santa Maria do Pará (PA),307897.0,24364.0,62916.0,26369.0,93455.0,100793.0
1506708,Santana do Araguaia (PA),1113883.0,139264.0,247750.0,175587.0,281994.0,269288.0
1506807,Santarém (PA),5501389.0,635167.0,353122.0,592395.0,2621770.0,1298935.0
1506906,Santarém Novo (PA),50994.0,1167.0,9910.0,1765.0,7284.0,30868.0
1507003,Santo Antônio do Tauá (PA),432120.0,27865.0,148689.0,42663.0,73714.0,139189.0
1507102,São Caetano de Odivelas (PA),157769.0,4934.0,39341.0,5246.0,28615.0,79633.0
1507151,São Domingos do Araguaia (PA),302974.0,19521.0,75463.0,15322.0,80755.0,111913.0
1507201,São Domingos do Capim (PA),372003.0,8469.0,157138.0,11483.0,49868.0,145046.0
1507300,São Félix do Xingu (PA),1577607.0,86157.0,601910.0,170379.0,249362.0,469800.0
1507409,São Francisco do Pará (PA),241412.0,11981.0,100464.0,10716.0,47564.0,70686.0
1507458,São Geraldo do Araguaia (PA),599505.0,83684.0,130672.0,133704.0,131871.0,119574.0
1507466,São João da Ponta (PA),52373.0,1454.0,15313.0,1620.0,6305.0,27681.0
1507474,São João de Pirabas (PA),180043.0,7642.0,26049.0,9155.0,32476.0,104721.0
1507508,São João do Araguaia (PA),163405.0,6675.0,52492.0,9304.0,20735.0,74198.0
1507607,São Miguel do Guamá (PA),722327.0,44460.0,220678.0,46325.0,162582.0,248282.0
1507706,São Sebastião da Boa Vista (PA),228371.0,5886.0,65856.0,4808.0,31351.0,120470.0
1507755,Sapucaia (PA),114253.0,7525.0,43727.0,6546.0,22001.0,34455.0
1507805,Senador José Porfírio (PA),199270.0,6999.0,84580.0,7810.0,34051.0,65829.0
1507904,Soure (PA),217312.0,9014.0,42436.0,7371.0,50950.0,107541.0
1507953,Tailândia (PA),1078409.0,114400.0,140190.0,138388.0,280748.0,404683.0
1507961,Terra Alta (PA),77117.0,1994.0,8142.0,2637.0,14085.0,50259.0
1507979,Terra Santa (PA),433192.0,11543.0,19343.0,243009.0,68477.0,90819.0
1508001,Tomé-Açu (PA),815232.0,77302.0,126641.0,78690.0,231794.0,300806.0
1508035,Tracuateua (PA),295648.0,7986.0,83479.0,14383.0,41228.0,148571.0
1508050,Trairão (PA),276380.0,19932.0,96165.0,10835.0,65366.0,84082.0
1508084,Tucumã (PA),861823.0,123743.0,126578.0,141556.0,297398.0,172548.0
1508100,Tucuruí (PA),4568226.0,119284.0,55952.0,3293810.0,523120.0,576060.0
1508126,Ulianópolis (PA),1857313.0,47272.0,1263407.0,128354.0,190420.0,227860.0
1508159,Uruará (PA),717056.0,40091.0,279574.0,34645.0,169047.0,193699.0
1508209,Vigia (PA),418915.0,25080.0,75239.0,16040.0,112853.0,189703.0
1508308,Viseu (PA),619547.0,17017.0,220803.0,23609.0,85142.0,272976.0
1508357,Vitória do Xingu (PA),3834577.0,39658.0,96403.0,3467591.0,85062.0,145864.0
1508407,Xinguara (PA),1412815.0,251025.0,137315.0,328830.0,467300.0,228347.0
1600055,Serra do Navio (AP),81345.0,1979.0,4163.0,2755.0,11580.0,60868.0
1600105,Amapá (AP),157700.0,4788.0,25393.0,7792.0,27664.0,92063.0
1600154,Pedra Branca do Amapari (AP),469238.0,46122.0,7287.0,169064.0,60483.0,186281.0
1600204,Calçoene (AP),181556.0,6541.0,15742.0,12504.0,37884.0,108885.0
1600212,Cutias (AP),87445.0,1378.0,19266.0,1110.0,7797.0,57895.0
1600238,Ferreira Gomes (AP),519209.0,10387.0,13873.0,372742.0,24393.0,97813.0
1600253,Itaubal (AP),80823.0,1073.0,11213.0,1576.0,8483.0,58479.0
1600279,Laranjal do Jari (AP),1034560.0,26066.0,13309.0,299450.0,184609.0,511127.0
1600303,Macapá (AP),11735557.0,951298.0,66038.0,863913.0,5065903.0,4788405.0
1600402,Mazagão (AP),363565.0,12487.0,28033.0,50389.0,48272.0,224384.0
1600501,Oiapoque (AP),488209.0,24810.0,17805.0,28603.0,132901.0,284090.0
1600535,Porto Grande (AP),381528.0,13109.0,32864.0,39993.0,66840.0,228722.0
1600550,Pracuúba (AP),76761.0,941.0,17437.0,1008.0,6055.0,51320.0
